song_title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
dragostea din tei - original italian version,O-Zone,spotify:track:4rPLXgafE7QzpWGUPR2Nfy,0.669,0.887,11,-6.497999999999999,0,0.0295,0.0412,0.0,0.094,0.805,130.04,0
the storm/the anchor holds,Ray Boltz,spotify:track:7iVjZhc9ZJLjSlrEtnWs7l,0.48100000000000004,0.34600000000000003,8,-11.753,1,0.0254,0.41,1.25e-05,0.377,0.183,75.593,1
bobby brown goes down,Frank Zappa,spotify:track:2IBJHglp50a8GxonbKrnPf,0.598,0.564,0,-10.251,1,0.18,0.272,0.0,0.145,0.7809999999999999,136.453,0
every woman in the world,Air Supply,spotify:track:3mI9Z256VhQI6VAHRxFqUf,0.485,0.555,9,-6.928,1,0.0279,0.201,0.0,0.11,0.364,78.085,1
are you there_,Cast Recording,spotify:track:2R2Tmfn9QyPN7C0pNKBOb0,0.56,0.507,4,-10.588,1,0.0606,0.505,0.0,0.102,0.332,99.65100000000001,1
warning,Cast Recording,spotify:track:40rrfGuOx4rkLgsBBM0Q8w,0.397,0.145,8,-13.042,1,0.0345,0.7340000000000001,0.00231,0.142,0.0924,74.345,1
all grown up,Cast Recording,spotify:track:7JnaRPvym5p9pkkrjVePra,0.409,0.292,1,-11.459000000000001,0,0.11,0.512,0.0,0.0666,0.183,75.904,1
awesome god,Rich Mullins,spotify:track:5niLKxgCj4UriedJmPtJld,0.485,0.40700000000000003,6,-14.874,0,0.0352,0.265,0.0,0.139,0.45899999999999996,73.837,1
cartoons and vodka,Jinkx Monsoon,spotify:track:7MTSjR6qz771m55GNvhAYb,0.642,0.7390000000000001,9,-5.59,1,0.0422,0.304,0.14800000000000002,0.0875,0.805,82.95200000000001,0
skyfall,Adele,spotify:track:6VObnIkLVruX4UVyxWhlqm,0.34600000000000003,0.552,0,-6.864,0,0.0282,0.41700000000000004,0.0,0.114,0.0789,75.881,1
changes,Faul & Wad Ad,spotify:track:13qqdlSeF8FcxsRyapDMZ0,0.8220000000000001,0.7040000000000001,3,-8.242,0,0.0374,0.00864,0.627,0.0633,0.255,125.999,2
ode to attention seekers,Paul Baker,spotify:track:2XOP5N6f1i7dsew5MiaFEG,0.39799999999999996,0.597,0,-6.019,1,0.0838,0.5329999999999999,0.0,0.0912,0.7020000000000001,93.625,1
i'll have you all,Boy George,spotify:track:3FZFomhF0aLhSgWN6Gcp2R,0.622,0.374,8,-9.067,1,0.134,0.5,0.0,0.239,0.67,113.434,1
daydream believer,Mary Beth Maziarz,spotify:track:5hPDjcK2S8pQaeVcfBn7jE,0.48100000000000004,0.0303,7,-18.456,1,0.0456,0.965,0.000146,0.107,0.266,114.194,1
unchained melody,The Righteous Brothers,spotify:track:1jFhnVoJkcB4lf9tT0rSZS,0.361,0.21899999999999997,0,-16.553,1,0.0285,0.563,0.0,0.5579999999999999,0.26,98.53200000000001,1
she will be loved,Maroon 5,spotify:track:7sapKrjDij2fpDVj0GxP66,0.706,0.713,0,-5.5120000000000005,0,0.0301,0.0596,0.0,0.132,0.544,102.037,0
green car,Not Available,spotify:track:3pg3psGPtSAAepxydyoTiW,0.364,0.9059999999999999,7,-6.877999999999999,1,0.10400000000000001,0.000424,0.0,0.371,0.46299999999999997,184.98,0
don't you want me,The Human League,spotify:track:3L7RtEcu1Hw3OXrpnthngx,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,0
prisoner to my emotions,Trayci Jenkins and the Jenkenettes,spotify:track:6TX8a0et6zVPhfAQinxfzD,0.544,0.665,10,-6.771,0,0.0301,0.061,0.000221,0.11199999999999999,0.285,134.137,0
my life story,MxPx,spotify:track:1bDJ2cu0mHrlkouazutEj5,0.364,0.981,9,-3.8480000000000003,1,0.0787,0.00316,0.0,0.152,0.43700000000000006,185.69799999999998,0
praise the lord and pass the ammunition,Kay Kyser & His Orchestra,spotify:track:7wlkvrgk3QNzv5qE0jT9Gm,0.48,0.563,7,-5.939,1,0.0304,0.865,0.0018,0.195,0.77,130.889,1
escher's world,Chagall Guevara,spotify:track:6vfdKlKRqFlm0Enz4M3BcH,0.58,0.862,2,-9.446,1,0.0474,0.00746,0.00021400000000000002,0.799,0.6759999999999999,130.218,0
my way,Frank Sinatra,spotify:track:6lTTzSk1hRrxp4VMwXBp2l,0.27899999999999997,0.45399999999999996,2,-7.733,1,0.0316,0.395,0.0,0.198,0.21600000000000003,150.661,1
one last drink,Enter The Haggis,spotify:track:156fYYicI5aC1NmWgU5F4R,0.618,0.77,9,-4.5889999999999995,1,0.115,0.0389,0.0,0.0732,0.7759999999999999,135.028,0
violent blue,Chagall Guevara,spotify:track:5OiBqALzBt8wYBs29hJ2YN,0.51,0.893,7,-9.821,1,0.0588,0.0058,0.00158,0.308,0.628,129.092,0
murder in the big house,Chagall Guevara,spotify:track:1k4aMdgoToH5RZDsrbup2e,0.573,0.899,4,-10.561,0,0.0644,0.0127,0.00557,0.138,0.499,122.03200000000001,0
heart-shaped box,Nirvana,spotify:track:11LmqTE2naFULdEP94AUBa,0.256,0.6409999999999999,1,-10.283,1,0.0552,0.19899999999999998,0.0329,0.0853,0.382,203.00599999999997,0
smells like teen spirit,Nirvana,spotify:track:5ghIJDpPoe3CfHMGu71E6T,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.76100000000001,0
set it off,Thousand Foot Krutch,spotify:track:2TiX0h796QjWt0gHGeNOMB,0.512,0.7140000000000001,2,-4.878,1,0.147,0.0023899999999999998,0.0,0.244,0.49700000000000005,82.723,0
cold song 2013 - dj hell remix,DJ Hell,spotify:track:33CkjUEwsiNTunPEyIcxT1,0.66,0.8059999999999999,1,-8.642999999999999,1,0.043,0.0226,0.268,0.11,0.0398,117.008,0
crazy,Gnarls Barkley,spotify:track:2N5zMZX7YeL1tico8oQxa9,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963,0
pity party,Melanie Martinez,spotify:track:3fo6DYGktjENCiagUeU9yH,0.716,0.73,6,-4.126,0,0.0364,0.057999999999999996,7.32e-06,0.151,0.33899999999999997,136.05,0
friends theme - i'll be there for you,The Rembrandts,spotify:track:1Pdsl0V5VWwnEw3rdg3zRY,0.42200000000000004,0.898,2,-5.521,1,0.0452,0.0009789999999999998,0.0,0.0781,0.527,95.28399999999999,0
today 4 u,Wilson Jermaine Heredia,spotify:track:7AznNC0oIieN4mdxNKF5Oj,0.634,0.8370000000000001,7,-8.899,1,0.0971,0.0256,0.0,0.198,0.519,131.85,0
rent,Anthony Rapp,spotify:track:63n5l8cXGCqPW4wbjrVdpZ,0.43799999999999994,0.726,7,-6.91,1,0.139,0.0259,0.0,0.7490000000000001,0.43799999999999994,176.574,0
left outside alone,Anastacia,spotify:track:3xl7PsO7Hzuig6To9FgDm6,0.6629999999999999,0.746,2,-3.5669999999999997,0,0.0321,0.0697,0.0,0.0929,0.325,102.84700000000001,0
sick and tired,Anastacia,spotify:track:6WMQVizkSPAufOGOk2x4dL,0.595,0.87,0,-4.495,1,0.0394,0.0107,0.0,0.28800000000000003,0.494,99.741,0
we can't stop,Miley Cyrus,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,0
loose lips,The Ballroom Thieves,spotify:track:0fpIXr7pP8DBc3BGZMNxXq,0.727,0.736,6,-6.422000000000001,0,0.0466,0.54,0.0,0.115,0.7559999999999999,119.979,0
rehab,Amy Winehouse,spotify:track:1L5tZi0izXsi5Kk5OJf4W0,0.434,0.872,0,-2.9739999999999998,1,0.0702,0.0473,1.83e-06,0.396,0.732,71.515,0
tango: maureen,Fredi Walker,spotify:track:7IqFwNJih9ZD2oV7IWJT0N,0.67,0.40399999999999997,8,-10.855,1,0.188,0.317,0.0,0.22,0.622,131.507,1
somebody told me,The Killers,spotify:track:7HGTkn2aX7MNdKs7nV2xBt,0.509,0.987,10,-3.198,0,0.0886,8.05e-05,0.0009279999999999999,0.11900000000000001,0.647,138.039,0
centuries,Fall Out Boy,spotify:track:04aAxqtGp5pv12UXAg4pkq,0.39299999999999996,0.858,4,-2.8680000000000003,0,0.0729,0.00359,0.0,0.102,0.56,176.042,0
that time,Regina Spektor,spotify:track:2lLZotRXsQL3k2xX8rhl7q,0.603,0.6970000000000001,9,-5.297000000000001,1,0.0552,0.22899999999999998,7.26e-05,0.10099999999999999,0.8270000000000001,145.50799999999998,0
nobody's listening,Linkin Park,spotify:track:6O8Fqxnk5OlOivJHklfkPZ,0.502,0.831,2,-3.7230000000000003,1,0.295,0.105,1.3e-06,0.174,0.451,199.972,0
whiskey in the jar,Metallica,spotify:track:3ZpWy5rBZv2aLQAldnmTsP,0.511,0.972,10,-3.7510000000000003,1,0.0413,5.36e-06,0.00101,0.19,0.532,132.97,0
i fought the law,Dead Kennedys,spotify:track:4AjNTrJmgry75yiihCMOP8,0.237,0.9420000000000001,7,-4.738,1,0.069,0.000348,0.0036200000000000004,0.316,0.5920000000000001,180.51,0
rolling in the deep,Adele,spotify:track:1CkvWZme3pRgbzaxZnTl5X,0.7290000000000001,0.7559999999999999,8,-5.119,1,0.0294,0.131,0.0,0.0527,0.522,104.945,0
set fire to the rain,Adele,spotify:track:3CKCZ9pfwAfoMZlMncA1Nc,0.61,0.6829999999999999,2,-3.8789999999999996,0,0.0253,0.0038200000000000005,1.79e-06,0.125,0.466,108.00299999999999,0
i want it that way,Backstreet Boys,spotify:track:6e40mgJiCid5HRAGrbpGA6,0.6890000000000001,0.7020000000000001,6,-5.642,0,0.0261,0.21600000000000003,0.0,0.159,0.484,99.031,0
"one bourbon, one scotch, one beer",George Thorogood & The Destroyers,spotify:track:0u6Quwu7pe0lxJJPsRe4Mf,0.59,0.855,4,-9.486,1,0.163,0.0679,0.0037700000000000003,0.174,0.7929999999999999,136.648,0
get a haircut,George Thorogood & The Destroyers,spotify:track:4BapXuAFLZlURi8Vyg16eE,0.614,0.708,7,-8.456,1,0.0307,0.0115,0.0,0.0586,0.8490000000000001,120.65100000000001,0
sweet dreams (are made of this),Marilyn Manson,spotify:track:3D0bXrSv7O73vOaGOG8J9c,0.222,0.664,0,-5.242000000000001,0,0.0379,0.0039,0.65,0.239,0.10099999999999999,186.044,2
bye bye blackbird,Joe Cocker,spotify:track:2l98TtzrTbSpJa7mGMpZM2,0.506,0.392,10,-12.784,1,0.0373,0.713,0.0005740000000000001,0.316,0.268,123.81,1
one way or another,Blondie,spotify:track:59CLe8stbcx4XYBWdsfbwK,0.442,0.922,2,-5.086,1,0.0655,0.0532,3.86e-06,0.0768,0.855,162.27200000000002,0
goodbye earl,The Chicks,spotify:track:7rqaqQurHzR5xHAhdm1gmM,0.705,0.7,0,-7.38,1,0.0295,0.0192,0.0,0.0755,0.765,122.84100000000001,0
for the longest time,MC6 A Cappella,spotify:track:0PuWvFJqZPJAxZNrFgw8xL,0.616,0.298,2,-7.712000000000001,1,0.0274,0.78,0.0,0.0973,0.7120000000000001,82.471,1
cartoon heroes - iti’s soda club radio mix,Aqua,spotify:track:4DdzlEP5THcWv6FgClaJFW,0.6970000000000001,0.861,5,-8.449,0,0.0295,0.00837,0.000301,0.33899999999999997,0.772,134.05100000000002,0
better off alone (remastered) - 1999 original hit radio,Alice Deejay,spotify:track:48gBfTRel9fajeev7tmLpo,0.6659999999999999,0.8540000000000001,8,-8.442,0,0.0565,0.0044,0.769,0.313,0.748,136.954,2
ymca,Village People,spotify:track:7Cp69rNBwU0gaFT8zxExlE,0.715,0.951,6,-6.4879999999999995,1,0.132,0.152,0.0,0.302,0.6709999999999999,126.64299999999999,0
my life is going on (música original de la serie de tv la casa de papel / money heist),Cecilia Krull,spotify:track:5ZEQjTroORCu6uWvZrdeNc,0.42700000000000005,0.647,6,-8.943999999999999,0,0.0353,0.102,2.13e-06,0.133,0.298,99.75299999999999,0
poison - dj gollum meets money g radio edit,DJ Gollum,spotify:track:6lM6NpMPNAcdwPUbpq1mWb,0.657,0.9490000000000001,9,-4.037,1,0.0626,0.00067,0.00067,0.201,0.49,145.059,0
baker street,Gerry Rafferty,spotify:track:5gOd6zDC8vhlYjqbQdJVWP,0.49700000000000005,0.349,7,-14.0,1,0.0297,0.0929,0.027999999999999997,0.259,0.42100000000000004,113.762,1
rumour has it,Adele,spotify:track:76N7FdzCI9OsiUnzJVLY2m,0.618,0.753,7,-5.05,0,0.0451,0.637,0.0,0.0905,0.557,120.041,0
every breaking wave,U2,spotify:track:0gcPlCmT36t4uzSwlIrfQh,0.672,0.441,1,-9.065,0,0.0268,0.009909999999999999,6.7e-06,0.109,0.429,115.059,0
someone like you,Nick Pitera,spotify:track:4DPtx2N4uFTKOMzL1P2gsq,0.405,0.2,9,-12.873,1,0.0387,0.85,0.0,0.0744,0.213,134.92600000000002,1
together again,Dave Koz,spotify:track:7igzgZaMWs7r1YVCC3orR0,0.618,0.778,5,-6.372000000000001,1,0.0423,0.0708,0.000481,0.21,0.7290000000000001,92.84299999999999,0
you can't always get what you want,Ituana,spotify:track:31kL6SK7esUd0QRkrkjI8Q,0.721,0.462,0,-9.954,1,0.0459,0.308,0.000172,0.0875,0.158,130.042,1
i guess that's why they call it the blues,Elton John,spotify:track:23l1kVpqMVREiwU1YAlcr4,0.6729999999999999,0.6629999999999999,0,-7.29,1,0.0269,0.217,0.017,0.177,0.6709999999999999,120.634,0
all of me,Smooth Jazz All Stars,spotify:track:3bvRARdk20BEU86fxVZKIz,0.7190000000000001,0.22899999999999998,8,-10.238999999999999,1,0.0333,0.9840000000000001,0.883,0.10400000000000001,0.289,125.98299999999999,2
mirrors,Smooth Jazz All Stars,spotify:track:4cR5db5RtWV8NSYwYFFdx1,0.688,0.659,0,-7.617000000000001,0,0.083,0.5720000000000001,0.922,0.32299999999999995,0.638,75.36399999999999,2
high for this,Smooth Jazz All Stars,spotify:track:0XKSkAfBeNoaYzRaUhnKyz,0.588,0.225,11,-11.139000000000001,0,0.034,0.7979999999999999,0.632,0.0693,0.102,74.976,2
i started a joke,Smooth Jazz All Stars,spotify:track:38AOofRhmCUIxTpn1wvcb1,0.7090000000000001,0.29,7,-11.023,1,0.0335,0.9279999999999999,0.7759999999999999,0.109,0.20600000000000002,147.942,2
what the world needs now is love,Burt Bacharach,spotify:track:6JFgBE2seXKTUkHdOVq3N1,0.41,0.214,2,-16.48,0,0.0289,0.8290000000000001,0.0165,0.0851,0.18,92.839,1
help - live,DC Talk,spotify:track:4p5P52AXF1JOgzCPmoOvGt,0.473,0.91,9,-6.728,1,0.0664,0.0655,0.0,0.607,0.607,101.12200000000001,0
levels,Avicii Cover Band,spotify:track:5nVppf6qgPqdHEkV3acLQo,0.5760000000000001,0.495,1,-9.557,0,0.027000000000000003,0.156,0.242,0.34600000000000003,0.389,128.05200000000002,1
ibang - original mix,Acid Pauli,spotify:track:61Osll9KkZS6EFi1svSEnY,0.91,0.48700000000000004,0,-12.205,1,0.0794,0.0026100000000000003,0.6759999999999999,0.109,0.0647,123.01799999999999,2
i wish we'd all been ready,Larry Norman,spotify:track:1lovNibE6WsrWvXYmVyeEA,0.37,0.29100000000000004,7,-14.216,1,0.0272,0.522,0.005529999999999999,0.66,0.35,71.32300000000001,1
heaven - candlelight mix,DJ Sammy,spotify:track:6ZbeoJ5NW0hhmSjjyfsX00,0.519,0.18899999999999997,2,-11.54,1,0.0375,0.9670000000000001,0.000802,0.0717,0.386,124.964,1
heaven,DJ Sammy,spotify:track:0KT6DLAELYSbgfUemzwGPX,0.565,0.9420000000000001,8,-6.821000000000001,1,0.0518,0.00107,0.00040599999999999995,0.152,0.568,137.97299999999998,0
japanese gum,Her Space Holiday,spotify:track:1X937gcn6Bub06IdNOvrfS,0.591,0.8290000000000001,11,-8.566,1,0.0384,0.28,0.00867,0.11,0.775,90.01299999999999,0
the funeral,Band of Horses,spotify:track:4o0NjemqhmsYLIMwlcosvW,0.316,0.769,0,-5.2829999999999995,0,0.0422,0.0142,0.0,0.0928,0.127,122.507,0
"touch-a, touch-a, touch me",Susan Sarandon,spotify:track:2SK1kGbpABI9EyUbADSP5z,0.355,0.35100000000000003,1,-13.572000000000001,1,0.0621,0.16,0.0,0.109,0.431,171.896,1
кольщик,Leningrad,spotify:track:0L9QnU8wWtiULsZ2lMiLAc,0.507,0.457,11,-4.921,0,0.0891,0.345,8.27e-05,0.0972,0.29100000000000004,134.577,0
dirty computer (feat. brian wilson),Janelle Monáe,spotify:track:7nJZ9LplJ3ZAyhQyJCJk0K,0.45,0.488,9,-8.702,1,0.0329,0.38,3.3799999999999995e-05,0.649,0.272,159.965,1
"crazy, classic, life",Janelle Monáe,spotify:track:06EAtSDu3KSoi4fbA3ZjoB,0.466,0.706,6,-7.943,0,0.0544,0.0084,0.0016300000000000002,0.223,0.149,101.009,0
masterpiece,Jessie J,spotify:track:4PYiIgzcp4o5pEYji1xY9q,0.6609999999999999,0.733,0,-2.7,0,0.0434,0.0153,0.0,0.0982,0.612,143.93200000000002,0
if everyone cared,Nickelback,spotify:track:44w63XqGr3sATAzOnOySgF,0.519,0.85,6,-4.678,0,0.0354,0.000246,0.013999999999999999,0.27899999999999997,0.21100000000000002,132.02200000000002,0
the sound of silence,Disturbed,spotify:track:1Cj2vqUwlJVG27gJrun92y,0.322,0.28,6,-9.367,0,0.0281,0.46799999999999997,1.1e-06,0.102,0.175,85.794,1
"so long, and thanks for all the fish",A Perfect Circle,spotify:track:4R5kwDx0ryIMiK2PKqbNVY,0.5,0.8740000000000001,2,-3.867,1,0.0371,0.00147,0.0664,0.0714,0.331,130.048,0
photograph,Nickelback,spotify:track:2wdEXKLcuU7B0M2gqFmABH,0.515,0.8759999999999999,8,-3.7560000000000002,1,0.0292,0.000932,0.000166,0.136,0.385,145.916,0
"down to the river to pray - from “o brother, where art thou” soundtrack",Alison Krauss,spotify:track:5tePn9lOIMHfFaqoTxFrio,0.526,0.166,4,-15.227,1,0.0859,0.9640000000000001,0.0,0.22899999999999998,0.5489999999999999,131.375,1
angel - angelic radio mix,Joee,spotify:track:2zhik9UYGXKQc6lfPK5cLU,0.675,0.861,0,-9.269,1,0.0274,0.00182,0.00017900000000000001,0.19899999999999998,0.7829999999999999,135.063,0
castles in the sky (featuring marsha),Ian van Dahl,spotify:track:1AyMm0UfxY4eKHdRvZxdHB,0.5720000000000001,0.863,0,-6.542999999999999,0,0.0319,0.00277,0.44799999999999995,0.0323,0.6809999999999999,140.02100000000002,0
love the way you lie,Eminem,spotify:track:15JINEqzVMv3SvJTAXAKED,0.7490000000000001,0.925,10,-5.034,1,0.22699999999999998,0.24100000000000002,0.0,0.52,0.6409999999999999,86.98899999999999,0
stranger in my house - thunderpuss radio mix,Tamia,spotify:track:3OoyGUkW4Ob6RMrzrehx4i,0.698,0.991,9,-4.29,0,0.068,0.11,0.0016,0.261,0.321,132.993,0
99 luftballons,Nena,spotify:track:6HA97v4wEGQ5TUClRM0XLc,0.466,0.43799999999999994,4,-12.857999999999999,1,0.0608,0.08900000000000001,5.62e-06,0.113,0.5870000000000001,193.1,1
99 red balloons,Oliver Nelson,spotify:track:6JZqV6QpI0etVFD8UWaLqe,0.649,0.8690000000000001,1,-5.422000000000001,0,0.0459,0.0193,0.0589,0.23600000000000002,0.48,102.04899999999999,0
feel like makin' love - 2015 remaster,Bad Company,spotify:track:3KPwt1LBpt1jVSHz8GXERo,0.5429999999999999,0.529,7,-9.717,1,0.0301,0.326,0.0026899999999999997,0.7090000000000001,0.746,85.126,1
angel of the morning,Juice Newton,spotify:track:6NVB6W7G3svCKe5zB7kY8q,0.456,0.233,8,-12.634,1,0.0255,0.433,6.42e-05,0.0538,0.424,75.17399999999999,1
can't fight this feeling,REO Speedwagon,spotify:track:5WwqdeavrQrbeAMDxGawse,0.408,0.48,9,-11.017000000000001,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,1
highway to hell,AC/DC,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,0.574,0.9129999999999999,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,0
the lady in red,Chris de Burgh,spotify:track:5tHbBxWjTxaQpL5SrT17Tz,0.59,0.306,10,-16.326,1,0.0325,0.32799999999999996,6.95e-06,0.0377,0.493,77.069,1
girls just want to have fun,Cyndi Lauper,spotify:track:4y1LsJpmMti1PfRQV9AWWe,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.37200000000001,0
majestic,Wax Fang,spotify:track:5yzxbU3DPhyfQvBBJExzb7,0.499,0.364,2,-8.839,1,0.0307,0.467,0.0989,0.115,0.271,155.075,1
i dreamed a dream,Susan Boyle,spotify:track:1uenbEVPd129TmVPXyn9Lv,0.28600000000000003,0.37799999999999995,10,-8.752,1,0.0382,0.8029999999999999,0.000518,0.107,0.113,69.316,1
closing time,Semisonic,spotify:track:087OBLtoeS3Q6j0k6tMNAI,0.486,0.867,7,-5.483,1,0.0295,0.0237,1.66e-06,0.155,0.281,92.757,0
what i like about you,The Romantics,spotify:track:6NdcSEhpGGAYXNnnhGS2s6,0.542,0.915,9,-9.637,1,0.0549,0.319,5.3400000000000004e-05,0.171,0.92,159.81,0
hurt,Nine Inch Nails,spotify:track:4pFnV6aV1bnEDqPDGBlrNp,0.485,0.193,11,-16.985,0,0.0322,0.6970000000000001,0.0262,0.135,0.079,79.926,1
outside,Staind,spotify:track:50Re2bLgXqG9qN7v2QHNTm,0.515,0.594,1,-4.708,1,0.0262,0.008440000000000001,0.00658,0.0752,0.218,146.564,0
"mrs. robinson - from ""the graduate"" soundtrack",Simon & Garfunkel,spotify:track:0iOZM63lendWRTTeKhZBSC,0.606,0.457,6,-14.035,0,0.0497,0.713,2.5300000000000002e-05,0.0747,0.813,92.03299999999999,1
knoxville girl,The Lemonheads,spotify:track:6hWj5dS3JC258KGZtH3Xrm,0.327,0.5329999999999999,2,-7.7620000000000005,1,0.0317,0.451,0.0706,0.284,0.589,189.23,0
pour me,Hollywood Undead,spotify:track:4rx8uIKssxGV1S1lCZMgLc,0.593,0.727,0,-6.132000000000001,1,0.0366,0.0582,0.0,0.0656,0.446,86.495,0
worth as much as a counterfeit dollar,Capital Lights,spotify:track:5S4iqbelathvMs6wlkXfmn,0.494,0.9229999999999999,1,-4.636,1,0.0406,0.00451,0.0,0.124,0.8690000000000001,169.949,0
hard to say i'm sorry / get away - 2006 remaster,Chicago,spotify:track:07TnWCHrFkvF61GzJuLVt0,0.39799999999999996,0.57,4,-7.068,1,0.034,0.055999999999999994,0.00125,0.0606,0.23399999999999999,140.974,0
everything will be okay,Home Free,spotify:track:5HU3yt8W02dO6umISJyjoP,0.475,0.563,10,-6.359,1,0.0367,0.16,2.06e-06,0.127,0.604,77.976,0
summertime sadness (acoustic cover) feat. keelan donovan,Megan Davies,spotify:track:6TqDrmjUDqQo4JiF1apQnL,0.62,0.40299999999999997,1,-6.997999999999999,0,0.0393,0.636,0.0,0.128,0.528,135.84,1
hooray for you,Huntingtons,spotify:track:2eUhz7juIgtpev3cRdAKPz,0.46,0.9229999999999999,9,-4.462,1,0.0324,0.000425,0.0,0.731,0.494,155.105,0
(dying inside) to hold you - heartbreak radio edit,Timmy Thomas,spotify:track:4TNuDumYtmoFMmQtFlpWvS,0.52,0.669,0,-12.925,1,0.0417,0.011000000000000001,4.83e-05,0.13,0.6940000000000001,203.097,0
do they know it's christmas? - 1984 version,Band Aid,spotify:track:0247StOpd3AkeBQzANX4Zf,0.599,0.642,0,-6.936,1,0.0363,0.16399999999999998,3.3299999999999996e-05,0.0992,0.349,115.412,0
heartbreak hotel,Heidi Feek,spotify:track:30gdw2QqmH3XaXMIrPVkXs,0.42200000000000004,0.43700000000000006,4,-8.206,0,0.0402,0.61,0.00487,0.0843,0.505,161.636,1
champagne supernova - remastered,Oasis,spotify:track:40bynawzslg9U7ACq07fAj,0.28600000000000003,0.7959999999999999,2,-4.625,1,0.0388,0.47,0.063,0.364,0.12,150.27200000000002,0
twist,KiDi,spotify:track:6Nvip0xG8VFFR2DwDGS3be,0.855,0.59,6,-5.608,0,0.0449,0.364,2.6700000000000002e-05,0.126,0.9259999999999999,104.984,0
measure of a man,Clay Aiken,spotify:track:34bM8eF9L5b6n9jFWSp0lQ,0.455,0.7609999999999999,3,-4.734,1,0.0373,0.102,0.0,0.168,0.494,163.998,0
eloi,Klaus Badelt,spotify:track:2iaS8Zl5jfBpqNJfxfmS2B,0.11900000000000001,0.08800000000000001,11,-15.925999999999998,0,0.0365,0.787,0.0266,0.10099999999999999,0.0438,90.633,1
eye of the tiger,Survivor,spotify:track:2KH16WveTQWT6KOG9Rg6e2,0.8170000000000001,0.599,0,-9.249,0,0.0328,0.132,0.00031099999999999997,0.0873,0.5479999999999999,108.87299999999999,0
do you really want to hurt me,Culture Club,spotify:track:5WfOZiINWQ8r8pZE1dbXHm,0.737,0.49200000000000005,4,-9.631,0,0.0306,0.109,0.0,0.17,0.35,100.495,1
say something,Pentatonix,spotify:track:2SrJ0Iw6GobiRGyh2XKZhV,0.249,0.248,7,-8.976,1,0.0333,0.71,0.0,0.09300000000000001,0.0812,150.31799999999998,1
say something,A Great Big World,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,0.40700000000000003,0.147,2,-8.822000000000001,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,1
empire state of mind (part ii) broken down,Alicia Keys,spotify:track:5sra5UY6sD658OabHL3QtI,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.11800000000000001,0.142,92.92299999999999,1
wicked game,Chris Isaak,spotify:track:390AWnOn2rfe9FzQjYmxIH,0.667,0.5479999999999999,9,-7.8020000000000005,1,0.0262,0.7440000000000001,0.0122,0.0946,0.29,112.54899999999999,1
getting even,White Lies,spotify:track:7aovkxVF2B9I3SKXGTxnA9,0.5,0.909,8,-5.006,1,0.0424,0.000319,0.0204,0.111,0.307,102.48100000000001,0
whatcha say,Jason Derulo,spotify:track:67T6l4q3zVjC5nZZPXByU8,0.615,0.711,11,-5.507000000000001,1,0.0779,0.0444,0.0,0.145,0.711,144.036,0
they don't know about us,One Direction,spotify:track:72C7aUQECOhNtnD0AC36ua,0.512,0.754,0,-6.031000000000001,1,0.0549,0.135,0.0,0.0881,0.336,147.89,0
voices in my head,NerdOut,spotify:track:5kzbfGqjoKxbKQGl8RFuCg,0.634,0.607,7,-6.787000000000001,1,0.0301,0.00186,0.0,0.142,0.359,91.99600000000001,0
top of the world,Carpenters,spotify:track:4mtUOBfy2KjqTOPl7N8esR,0.37799999999999995,0.349,10,-12.918,1,0.0455,0.8170000000000001,0.0,0.0999,0.6629999999999999,184.428,1
if i could turn back time,Cher,spotify:track:6mYrhCAGWzTdF8QnKuchXM,0.6579999999999999,0.575,11,-10.365,1,0.0267,0.243,0.0,0.122,0.504,108.329,1
believe,Cher,spotify:track:2goLsvvODILDzeeiT4dAoR,0.652,0.917,6,-6.72,1,0.0548,0.0082,0.0,0.0509,0.45899999999999996,132.975,0
the thunder rolls,Brooks Jefferson,spotify:track:6Ra5YZBdQRVRHX1GhRA4hH,0.562,0.6459999999999999,2,-4.937,0,0.0372,0.408,4.39e-05,0.122,0.27399999999999997,81.77,1
the scotsman - live at the winfield national flat picking festival,Bryan Bowers,spotify:track:4uCoSdXBPQIJHbGsI51yjc,0.72,0.263,11,-14.08,1,0.0732,0.898,0.0,0.713,0.825,108.73299999999999,1
mambo rap,Parov Stelar,spotify:track:14RrzxMs07EhE8bUso5Pso,0.94,0.8370000000000001,9,-4.143,0,0.146,0.079,2.6300000000000002e-05,0.135,0.924,119.985,0
