song_title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
water,Pentatonix,spotify:track:0AMydQFel4RVQbIN30Fjik,0.335,0.579,2,-6.98,0,0.0632,0.27699999999999997,0.0,0.0606,0.40399999999999997,80.317,1
bohemian rhapsody,Pentatonix,spotify:track:0lrkMvRttmoXjMNS8YONvj,0.341,0.42,8,-6.567,1,0.0318,0.183,0.0,0.0967,0.306,145.808,1
can't help falling in love,Pentatonix,spotify:track:1xKScU3i8ho0OIhNoC5YW9,0.272,0.16,9,-9.947000000000001,1,0.0323,0.7290000000000001,0.0,0.18,0.142,98.61200000000001,1
god bless the u.s.a.,Lee Greenwood,spotify:track:623lYBOJ7bLwh1bu3yeN5V,0.299,0.42200000000000004,5,-9.977,1,0.0285,0.0873,0.0,0.182,0.168,67.797,1
"take me home, country roads - rerecorded",John Denver,spotify:track:2xYlyywNgefLCRDG8hlxZq,0.255,0.43,9,-12.564,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267,1
blowin' in the wind,Bob Dylan,spotify:track:18GiV1BaXzPVYpp9rmOg0E,0.38,0.0993,2,-20.566999999999997,1,0.0509,0.914,2.3199999999999998e-05,0.0605,0.44,174.87400000000002,1
sweet caroline,Neil Diamond,spotify:track:3298yRJKPcCndQdNiTZKIo,0.5379999999999999,0.127,11,-16.057000000000002,1,0.0284,0.589,0.00016999999999999999,0.23800000000000002,0.527,62.82899999999999,1
"tears in heaven - acoustic; live at mtv unplugged, bray film studios, windsor, england, uk, 1/16/1992; 2013 remaster",Eric Clapton,spotify:track:612VcBshQcy4mpB2utGc3H,0.695,0.336,9,-12.999,1,0.0313,0.8,0.00264,0.701,0.42200000000000004,79.109,1
home sweet home,Mötley Crüe,spotify:track:4zXvB4MoQD8onk0NCZbeHG,0.40299999999999997,0.777,5,-6.416,1,0.0354,0.0999,3.28e-06,0.124,0.149,76.329,0
tears in heaven (feat. kenny g),Joe Gransden,spotify:track:3vCU1OjK02CGtHbINKnVU4,0.495,0.349,0,-9.926,0,0.0246,0.7979999999999999,0.7070000000000001,0.10300000000000001,0.152,77.971,2
have you ever seen the rain?,Creedence Clearwater Revival,spotify:track:4JuJ9ewGWWGy0U3URuXOSI,0.741,0.6970000000000001,0,-7.028,1,0.0277,0.0664,2.2800000000000002e-05,0.133,0.774,116.109,0
"girl, you'll be a woman soon",Urge Overkill,spotify:track:1HRJZBTXS3VZr59Py8oIcz,0.524,0.5720000000000001,5,-13.306,1,0.0413,0.0627,0.000133,0.20800000000000002,0.607,114.182,1
jack & diane,John Mellencamp,spotify:track:43btz2xjMKpcmjkuRsvxyg,0.8109999999999999,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,0
happy days (theme from ''happy days''),Pratt & McClain,spotify:track:1CCuMgDauGruOwxrSh9NSW,0.591,0.706,5,-12.115,1,0.0552,0.043,0.00172,0.231,0.915,95.762,0
mercy seat - i just want you album version,Vicki Yohe,spotify:track:4JkClDpEz5wUQsl6HnKxyH,0.5429999999999999,0.5770000000000001,4,-5.8420000000000005,0,0.0404,0.483,0.0,0.263,0.179,142.04,1
the unforgiven,Metallica,spotify:track:5SnOyuBtyzufoXBAKOdcxD,0.539,0.597,7,-9.581,1,0.0258,0.0108,0.005520000000000001,0.134,0.251,139.444,0
it's just a little crush,Anything But Monday,spotify:track:4LjIwJj7G4cKzVSsmnC9Pz,0.73,0.7509999999999999,11,-6.272,0,0.0343,0.0726,0.179,0.168,0.924,127.98700000000001,0
joy to the world,Three Dog Night,spotify:track:2ymeOsYijJz09LfKw3yM2x,0.649,0.679,2,-12.515,1,0.0316,0.46399999999999997,0.00121,0.33899999999999997,0.971,126.867,1
fuck her gently,Tenacious D,spotify:track:4BVzMXl6fgEC82DpjTZD0T,0.521,0.297,2,-7.022,1,0.0351,0.732,0.0,0.273,0.517,118.681,1
someone saved my life tonight,Elton John,spotify:track:5i7z7K3YuFCGbYIn6OzrpA,0.45799999999999996,0.446,1,-8.82,1,0.0279,0.33399999999999996,6.28e-06,0.195,0.159,130.062,1
cleveland rocks,The Presidents Of The United States Of America,spotify:track:5rsiXpifJ6NLCpdhTgOWU6,0.43799999999999994,0.816,1,-7.5729999999999995,1,0.0564,0.0171,0.0,0.382,0.644,148.244,0
karaoke superstars,Superchick,spotify:track:1ZqUyaaOb7vAeY2yF7EsOw,0.6779999999999999,0.8690000000000001,8,-5.787999999999999,1,0.0595,0.0368,0.0,0.524,0.644,131.98,0
beautiful,Christina Aguilera,spotify:track:3TCauNPqFiniaYHBvEVoHG,0.456,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,1
kiss from a rose,Seal,spotify:track:3YKptz29AsOlm7WAVnztBh,0.584,0.5329999999999999,10,-7.11,0,0.0305,0.684,0.0,0.306,0.22399999999999998,131.745,1
thunderstruck,The Fanatics,spotify:track:6viFwYWKQrRc49vmg8Sqod,0.613,0.6559999999999999,9,-9.849,1,0.0404,0.000977,0.00022400000000000002,0.32799999999999996,0.177,133.042,0
jenny 867-5309,Prozac Daisies,spotify:track:2AIuvOKTzT3MFi3q8xwAk6,0.516,0.865,6,-3.576,0,0.0433,0.000138,0.0193,0.488,0.599,133.918,0
i'm a believer - 2006 remaster,The Monkees,spotify:track:3G7tRC24Uh09Hmp1KZ7LQ2,0.526,0.775,0,-6.05,1,0.0352,0.7070000000000001,2.05e-05,0.217,0.9620000000000001,80.10600000000001,0
beds are burning,Midnight Oil,spotify:track:0XHGKdViVybbZKqEZ2tXqV,0.758,0.41,0,-11.8,1,0.0404,0.013000000000000001,0.000101,0.0875,0.33899999999999997,119.197,1
eternal flame,The Bangles,spotify:track:5MoDQWMDMaAGDEiWsJfeCi,0.526,0.358,4,-7.239,0,0.0243,0.525,0.0,0.0942,0.39899999999999997,78.98899999999999,1
it ain't what you do it's the way that you do it,Fun Boy Three,spotify:track:4wQJLFN6BU0ptUoe0T2lcO,0.684,0.5589999999999999,5,-11.366,0,0.168,0.358,0.0427,0.6409999999999999,0.892,179.55599999999998,0
wanted dead or alive,Bon Jovi,spotify:track:2fY6tqgrlrg1ky9fgs0t5u,0.257,0.8029999999999999,7,-3.886,1,0.0411,0.13699999999999998,0.0156,0.297,0.294,150.81799999999998,0
son of a preacher man,Aretha Franklin,spotify:track:4uCbetXW9LStYPUjCpBVp9,0.474,0.473,2,-11.454,1,0.0601,0.545,1.25e-06,0.0356,0.561,77.583,1
for what it's worth,Buffalo Springfield,spotify:track:1qRA5BS78u3gME0loMl9AA,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.10099999999999999,0.8220000000000001,98.883,1
piece of my heart,Big Brother & The Holding Company,spotify:track:1xKQbqQtQWrtQS47fUJBtl,0.44299999999999995,0.727,4,-7.9510000000000005,1,0.145,0.263,0.00014099999999999998,0.16899999999999998,0.5660000000000001,160.82,0
i'll have to say i love you in a song,Jim Croce,spotify:track:4TjrIZw2QxJxbVjdc3XKsj,0.526,0.545,9,-11.673,1,0.027999999999999997,0.65,0.000612,0.106,0.733,134.053,1
my name is,Eminem,spotify:track:75IN3CtuZwTHTnZvYM4qnJ,0.8690000000000001,0.68,1,-6.233,1,0.318,0.0416,1.12e-06,0.0914,0.815,85.51899999999999,0
"lose yourself - from ""8 mile"" soundtrack",Eminem,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,0.6920000000000001,0.7440000000000001,2,-4.565,1,0.257,0.00868,0.00042300000000000004,0.359,0.0612,171.37400000000002,0
do you remember?,Jessiah A. Yoder,spotify:track:3h9qgV3NrVvlECvLtWJB0e,0.6970000000000001,0.5489999999999999,7,-12.379000000000001,1,0.031,0.51,0.00299,0.0581,0.9540000000000001,139.995,1
minnie the moocher,C&C Productions,spotify:track:0ZmN7HFQj7AHicpzPDN6KD,0.597,0.5429999999999999,9,-6.336,0,0.0549,0.07400000000000001,0.0,0.37200000000000005,0.688,103.48700000000001,0
someone like you,Adele,spotify:track:4kflIGfjdZJW4ot2ioixTB,0.5589999999999999,0.33,9,-8.251,1,0.0285,0.892,0.0,0.0975,0.285,135.109,1
no type,Rae Sremmurd,spotify:track:4scpF6J5uMBvoh6sFB7EL1,0.8909999999999999,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,0
"boulevard of broken dreams - live at milton keynes national bowl, milton keynes, england, 6/18/05",Green Day,spotify:track:224kL7H7v6VhHYK3yqxiha,0.259,0.983,8,-3.523,1,0.0869,0.0583,0.000298,0.972,0.375,166.81,0
ain't that a kick in the head,Dean Martin,spotify:track:7D2jhjVZsU4NXO8HxVG3aA,0.594,0.39899999999999997,2,-10.012,1,0.0549,0.773,0.0,0.366,0.83,131.797,1
badd,Ying Yang Twins,spotify:track:1Epb6Kfe3GTgKrrWs1Y4Wy,0.585,0.6970000000000001,1,-6.126,0,0.35700000000000004,0.0339,0.0,0.255,0.402,133.17700000000002,0
candle in the wind - remastered 2014,Elton John,spotify:track:1L9fzw2pXprOqtemTwtxXF,0.602,0.536,4,-9.74,1,0.0288,0.183,1.9e-05,0.0802,0.506,124.55799999999999,1
the lion sleeps tonight (wimoweh),The Tokens,spotify:track:2F4FNcz68howQWD4zaGJSi,0.321,0.474,5,-9.383,1,0.0348,0.743,0.0,0.204,0.804,121.199,1
can you feel the love tonight,Elton John,spotify:track:67HKtdqchK0rmODxsBeWT8,0.297,0.364,10,-9.261000000000001,1,0.0305,0.813,0.0007610000000000001,0.0976,0.149,122.598,1
hotel california - 2013 remaster,Eagles,spotify:track:40riOy7x9W7GXjyGp4pjAv,0.579,0.508,2,-9.484,1,0.027000000000000003,0.0057399999999999994,0.0004940000000000001,0.0575,0.609,147.125,0
in the air tonight - 2015 remastered,Phil Collins,spotify:track:18AXbzPzBS8Y3AkgSxzJPb,0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,1
uptown girl,Billy Joel,spotify:track:5zA8vzDGqPl2AzZkEYQGKh,0.701,0.9440000000000001,4,-2.986,1,0.0455,0.0755,0.0,0.601,0.792,128.993,0
ain't no mountain high enough,Marvin Gaye,spotify:track:2H3ZUSE54pST4ubRd5FzFR,0.669,0.616,11,-10.776,0,0.033,0.48200000000000004,0.0,0.179,0.818,130.037,1
let it be - remastered,The Beatles,spotify:track:5V1AHQugSTASVez5ffJtFo,0.44299999999999995,0.40299999999999997,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.46200000000002,1
jessie's girl,Rick Springfield,spotify:track:5RsUlxLto4NZbhJpqJbHfN,0.727,0.8340000000000001,2,-5.851,1,0.0496,0.165,0.0,0.105,0.816,131.7,0
fly me to the moon (in other words),Frank Sinatra,spotify:track:5b7OgznPJJr1vHNYGyvxau,0.6679999999999999,0.26,7,-14.255999999999998,1,0.0523,0.45299999999999996,0.0,0.0621,0.368,119.416,1
lookin' out my back door,Creedence Clearwater Revival,spotify:track:3RTUfvRgq3pYTf7XY0FIcS,0.745,0.6559999999999999,10,-6.393,1,0.0405,0.188,0.00337,0.0941,0.858,105.318,0
bridge over troubled water,Simon & Garfunkel,spotify:track:6l8EbYRtQMgKOyc1gcDHF9,0.149,0.20600000000000002,3,-13.888,1,0.0323,0.8220000000000001,0.0006490000000000001,0.115,0.264,79.764,1
house of the rising sun,The Animals,spotify:track:7BY005dacJkbO6EPiOh2wb,0.295,0.584,9,-6.696000000000001,0,0.0345,0.00038500000000000003,0.218,0.0996,0.228,117.2,0
daydream believer,The Monkees,spotify:track:7uEcCGtM1FBBGIhPozhJjv,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.68299999999999,1
livin' on a prayer,Bon Jovi,spotify:track:0J6mQxEZnlRt9ymzFntA6z,0.534,0.887,0,-3.7769999999999997,1,0.0345,0.0768,9.93e-05,0.325,0.72,122.494,0
you give love a bad name,Bon Jovi,spotify:track:3KYiA4vq6RPO1dE2XROXd8,0.537,0.9590000000000001,0,-3.002,0,0.0557,0.0704,1.8000000000000001e-06,0.382,0.828,122.806,0
thank you for loving me,Bon Jovi,spotify:track:577MNC3o3L0lNIzx9abqOk,0.385,0.342,2,-7.749,1,0.0285,0.41600000000000004,0.0,0.11900000000000001,0.131,132.864,1
two story town,Bon Jovi,spotify:track:5ZH9eXVK1rs0NboOhvY86Y,0.529,0.732,9,-6.2010000000000005,0,0.033,0.0273,0.0,0.52,0.506,94.45,0
next 100 years,Bon Jovi,spotify:track:6ALxuARAwzq5f6FB2glgPm,0.273,0.759,11,-4.75,0,0.0427,0.00159,0.004370000000000001,0.10099999999999999,0.442,167.644,0
just older,Bon Jovi,spotify:track:1DJHDVTIqjYYeVobsD7iHR,0.509,0.787,2,-5.065,1,0.0512,0.0146,1.12e-06,0.126,0.363,128.871,0
one wild night,Bon Jovi,spotify:track:03LGpDYgqaaj2TuX5Sj7CS,0.552,0.8809999999999999,0,-4.52,0,0.10099999999999999,0.10400000000000001,5e-06,0.0971,0.524,142.558,0
born to be my baby,Bon Jovi,spotify:track:50ZpPgU81payZxI2H7QXNM,0.534,0.9590000000000001,7,-4.289,1,0.0379,0.0089,0.0,0.34700000000000003,0.7559999999999999,131.278,0
living in sin,Bon Jovi,spotify:track:4urd42euwvihhC3j1G8Jt2,0.267,0.7929999999999999,4,-7.12,1,0.0415,0.0247,0.0,0.0634,0.526,174.118,0
raise your hands,Bon Jovi,spotify:track:7edZO40XkVIPbdvd2gCHZ3,0.451,0.9570000000000001,2,-3.1660000000000004,1,0.0471,0.0619,0.00213,0.07,0.519,136.31,0
i'd die for you,Bon Jovi,spotify:track:2HKkbbCwRRXu5COx9AY5LZ,0.423,0.972,9,-2.3890000000000002,0,0.0634,0.26,0.000101,0.168,0.47700000000000004,132.929,0
never say goodbye,Bon Jovi,spotify:track:47jkSOZX6hFbTQoFgCKAQE,0.326,0.805,2,-2.428,1,0.0343,0.0511,0.0,0.109,0.27699999999999997,135.855,0
wild in the streets,Bon Jovi,spotify:track:7FOomGddxLBUmogfeGXCTg,0.278,0.971,9,-2.285,1,0.0572,0.00484,5.45e-05,0.26,0.711,165.518,0
imagine,Pentatonix,spotify:track:1UaTmLT3nB1sNBfv1hkqU1,0.243,0.287,11,-9.429,1,0.0308,0.6970000000000001,0.0,0.10400000000000001,0.161,142.124,1
save the world / don't worry child,Pentatonix,spotify:track:1k69KJ5AsFwkbK5MOOxLHx,0.563,0.735,9,-7.305,0,0.0579,0.0226,0.0,0.12300000000000001,0.35600000000000004,128.01,0
cocaine,Eric Clapton,spotify:track:3ykSdTGmYPFl8pDBXer1zG,0.6990000000000001,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.6759999999999999,105.266,1
pour some sugar on me (2012),Def Leppard,spotify:track:0LN0ASTtcGIbNTnjSHG6eO,0.49700000000000005,0.8490000000000001,9,-5.352,1,0.0612,0.00985,0.0,0.106,0.72,169.937,0
you can't always get what you want,The Rolling Stones,spotify:track:6lFZbCc7pn6Lme1NP7qQqQ,0.32,0.62,0,-9.686,1,0.0594,0.64,6.36e-05,0.253,0.47200000000000003,86.32700000000001,1
(i can't get no) satisfaction - mono version,The Rolling Stones,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.9309999999999999,136.30200000000002,0
"another brick in the wall, pt. 2",Pink Floyd,spotify:track:4gMgiXfqyzZLMhsksGmbQV,0.693,0.39399999999999996,0,-15.882,1,0.0428,0.0782,0.0006940000000000001,0.247,0.721,104.11399999999999,1
goodbye blue sky,Pink Floyd,spotify:track:0ESdtt9cjGZUkUbaubSrv2,0.638,0.0811,7,-22.646,1,0.0335,0.879,0.00313,0.314,0.0503,109.154,1
rock you like a hurricane,Scorpions,spotify:track:0XIvZ82aDF7JiSi3ZE320u,0.48200000000000004,0.601,7,-12.845999999999998,1,0.0486,0.00853,0.00018700000000000002,0.249,0.774,125.619,0
poison,Alice Cooper,spotify:track:5XcZRgJv3zMhTqCyESjQrF,0.28,0.9079999999999999,2,-5.5089999999999995,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,0
school's out,Alice Cooper,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.6759999999999999,0.34700000000000003,134.364,0
house of fire,Alice Cooper,spotify:track:3besbqbQ0SNltlL36FAMD2,0.479,0.9790000000000001,10,-5.077,0,0.107,0.0207,0.0,0.722,0.292,124.764,0
take me to church,Hozier,spotify:track:0IqKeD8ZSP72KbGYyzEcAs,0.5660000000000001,0.664,4,-5.303,0,0.0464,0.634,0.0,0.11599999999999999,0.43700000000000006,128.945,0
fireflies,Owl City,spotify:track:3DamFFqW32WihKkTVlwTYQ,0.512,0.662,3,-6.797000000000001,1,0.0439,0.0275,0.0,0.11800000000000001,0.47200000000000003,180.114,0
pompeii,Bastille,spotify:track:3gbBpTdY8lnQwqxNCcf795,0.679,0.715,9,-6.382999999999999,1,0.0407,0.0755,0.0,0.271,0.5710000000000001,127.435,0
knockin' on heaven's door,Guns N' Roses,spotify:track:32V8SrHZnYzZu7V47L2jgK,0.486,0.7440000000000001,6,-7.176,1,0.0404,0.0204,0.00298,0.11199999999999999,0.36200000000000004,132.446,0
smoke on the water,Deep Purple,spotify:track:5SAUIWdZ04OxYfJFDchC7S,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,2
hey you - 2011 remastered version,Pink Floyd,spotify:track:4WKpan8kLoNuaFgvc8ONc6,0.588,0.301,0,-14.979000000000001,1,0.0294,0.221,0.00236,0.128,0.19,112.458,1
you shook me all night long,AC/DC,spotify:track:2SiXAy7TuUkycRVbbWDEpo,0.532,0.767,7,-5.5089999999999995,1,0.0574,0.0028699999999999997,0.000513,0.39,0.755,127.361,0
rock and roll all nite,KISS,spotify:track:7990Xs9HQx7FXVIDVPEwj9,0.6559999999999999,0.9309999999999999,1,-5.827000000000001,1,0.0976,0.046,0.0,0.0543,0.909,144.747,0
my immortal,Evanescence,spotify:track:4UzVcXufOhGUwF56HT7b8M,0.19,0.265,9,-9.206,1,0.0356,0.863,0.0,0.134,0.10099999999999999,79.012,1
wrecking ball,Miley Cyrus,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.42200000000000004,5,-6.2620000000000005,1,0.0342,0.40700000000000003,0.0,0.107,0.349,119.964,1
me and my broken heart,Rixton,spotify:track:1oew3nFNY3vMacJAsvry0S,0.545,0.7829999999999999,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084,0
basket case,Green Day,spotify:track:6L89mwZXSOwYl76YXfX13s,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.7809999999999999,85.064,0
american idiot,Green Day,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.859999999999999e-05,0.368,0.769,186.113,0
king for a day,Green Day,spotify:track:3b2Tnh3Dd9ahRoNm28RfNM,0.419,0.983,1,-4.073,0,0.0389,0.000583,8.09e-05,0.163,0.946,147.584,0
good riddance (time of your life),Green Day,spotify:track:6ORqU0bHbVCRjXm9AjyHyZ,0.475,0.43200000000000005,7,-7.843999999999999,1,0.0302,0.183,0.0,0.161,0.648,94.605,1
fat lip,Sum 41,spotify:track:4KacUpvbA3Mfo05gttTjhN,0.402,0.914,9,-5.215,1,0.142,0.000579,0.0,0.065,0.626,196.505,0
applause,Lady Gaga,spotify:track:2Zj4FUsMtu9PMuJsHbGbdv,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.14300000000000002,0.738,139.945,0
gives you hell,The All-American Rejects,spotify:track:6ihL9TjfRjadfEePzXXyVF,0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008,0
mr. brightside,The Killers,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,0.35600000000000004,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,0.23199999999999998,148.017,0
born this way,Lady Gaga,spotify:track:6r2BECwMgEoRb5yLfp0Hca,0.5870000000000001,0.828,11,-5.1080000000000005,1,0.161,0.0032700000000000003,0.0,0.331,0.494,123.90700000000001,0
love runs out,OneRepublic,spotify:track:5BJSZocnCeSNeYMj3iVqM7,0.7190000000000001,0.935,7,-3.752,1,0.0589,0.16699999999999998,0.0,0.0973,0.738,120.022,0
"danger zone - from ""top gun"" original soundtrack",Kenny Loggins,spotify:track:34x6hEJgGAOQvmlMql5Ige,0.544,0.897,3,-6.056,0,0.0471,0.24100000000000002,0.0,0.13,0.647,157.17,0
i bet my life,Imagine Dragons,spotify:track:1CQXNBt6zv15L8zDITcxRB,0.545,0.659,1,-8.18,1,0.0394,0.36700000000000005,0.0011099999999999999,0.415,0.599,108.04,0
one step closer,Linkin Park,spotify:track:3K4HG9evC7dg3N0R9cYqk4,0.49200000000000005,0.9690000000000001,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.5379999999999999,95.13600000000001,0
papercut,Linkin Park,spotify:track:1Vej0qeQ3ioKwpI6FUbRv1,0.524,0.9390000000000001,9,-3.9939999999999998,1,0.113,0.00022,0.0,0.623,0.6609999999999999,150.184,0
love somebody,Maroon 5,spotify:track:0HnaqUxvHP5LaWdmWwJpiS,0.675,0.792,1,-6.303,1,0.0368,0.145,0.0,0.12,0.395,120.016,0
reach for the sky,Social Distortion,spotify:track:5eGDKrTYl2h6ponZyMMhgZ,0.43700000000000006,0.98,1,-3.05,1,0.0552,1.6100000000000002e-05,0.00207,0.304,0.409,122.735,0
carry out (featuring justin timberlake),Timbaland,spotify:track:2DHc2e5bBn4UzY0ENVFrUl,0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,0
dance,Petra,spotify:track:4e1IgVpmLOFuRxOLpJoQDy,0.619,0.89,1,-7.1,1,0.0293,0.0016,0.00028199999999999997,0.092,0.655,106.014,0
i don't want to grow up,Ramones,spotify:track:6SYAkJQoasyrSvAj5abGDJ,0.528,0.917,11,-5.465,0,0.038,0.000722,0.0023,0.257,0.55,91.03,0
spiderman - live,Ramones,spotify:track:4nSwuRL8QkjBqgd7VI9bjG,0.16699999999999998,0.955,7,-8.266,1,0.0832,8.22e-05,0.922,0.187,0.324,191.524,2
we're a happy family - live,Ramones,spotify:track:1qzi1RVvvdDI9oo0PoiSBh,0.48,0.983,2,-7.25,1,0.0497,0.000113,0.754,0.265,0.624,127.84899999999999,2
r.a.m.o.n.e.s. - live,Ramones,spotify:track:41bS96myd5A4dUyMcHqWFh,0.562,0.9490000000000001,11,-6.351,1,0.0461,0.00173,2.72e-05,0.209,0.8859999999999999,120.564,0
rock 'n roll high school - live at the palace/1996,Ramones,spotify:track:0N9zDDkivIRtF18sxeDuaF,0.525,0.919,0,-6.914,1,0.0457,0.000533,0.0799,0.14400000000000002,0.701,128.64600000000002,0
k.k.k. took my baby away - live at the palace/1996,Ramones,spotify:track:4yPAaaxkHymm1UIAXtMK5v,0.28300000000000003,0.9620000000000001,8,-6.732,1,0.107,0.000301,0.00044,0.126,0.45799999999999996,176.72799999999998,0
mary jane's last dance,Tom Petty and the Heartbreakers,spotify:track:5eYwDBLucWfWI5KsV7oYX2,0.402,0.8140000000000001,10,-4.954,1,0.14,0.0383,1.19e-06,0.266,0.516,170.02,0
i want to be a clone - i want to be a clone,Steve Taylor,spotify:track:1q2NJhekwWFU8pxdI2yOnc,0.682,0.616,3,-13.872,1,0.0697,0.0263,0.000288,0.0574,0.883,147.634,0
meltdown (at madame tussaud's),Steve Taylor,spotify:track:0yDKahApfmEGGXK86lqTMp,0.599,0.835,10,-13.453,0,0.0726,0.0188,0.000109,0.366,0.8759999999999999,176.172,0
on the fritz - on the fritz album version,Steve Taylor,spotify:track:4FqSyQjIz7LSS9xPj4f9Ks,0.7879999999999999,0.524,0,-11.538,1,0.031,0.115,0.0918,0.354,0.807,118.169,0
jim morrison's grave - now the truth can be told album version,Steve Taylor,spotify:track:5vNnnFgOrlVmGGe7KkcwGu,0.502,0.762,1,-7.2860000000000005,1,0.031,0.0276,0.0042,0.135,0.254,137.329,0
i blew up the clinic real good - now the truth can be told album version,Steve Taylor,spotify:track:5fuDPwKKjUAx04r2cofO8v,0.628,0.779,7,-7.151,1,0.0259,0.0427,8.35e-05,0.46299999999999997,0.927,113.68700000000001,0
baby doe - now the truth can be told album version,Steve Taylor,spotify:track:6nPs5HL3xav6Wn9f0Vr4XD,0.384,0.133,6,-15.681,0,0.0419,0.747,4.97e-06,0.0696,0.124,125.305,1
"drive, he said - now the truth can be told album version",Steve Taylor,spotify:track:1cO83GyyNDV6rKbBLWbfRW,0.621,0.8420000000000001,5,-9.63,1,0.0647,0.0386,3.2200000000000003e-05,0.358,0.461,123.071,0
dark as a dungeon,Johnny Cash,spotify:track:37ZYjiEPRvsw5iXassQPhk,0.596,0.0406,4,-14.344000000000001,1,0.0398,0.9540000000000001,9.87e-06,0.0967,0.445,95.684,1
man of constant sorrow,Charm City Devils,spotify:track:6TA1tVt12Hl9Ggrz6J55U6,0.41600000000000004,0.8759999999999999,5,-3.853,1,0.0513,0.00015800000000000002,0.0147,0.331,0.6859999999999999,83.946,0
"i am a man of constant sorrow - from “o brother, where art thou” soundtrack / radio station version",The Soggy Bottom Boys,spotify:track:5AhDb4oM6f4YmHPXW123Fg,0.568,0.308,5,-13.062999999999999,1,0.0274,0.69,0.0,0.10400000000000001,0.721,85.917,1
i want to know what love is,Amason,spotify:track:3HszEQiMdPTNcglWcnMGk3,0.268,0.56,2,-6.734,0,0.0471,0.521,0.207,0.0782,0.33399999999999996,178.766,1
killing me softly with his song,Fugees,spotify:track:0Q0IVlqMV64kNLlwjPj0Hl,0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.5710000000000001,0.506,92.40899999999999,1
haven't met you yet,Michael Bublé,spotify:track:4fIWvT19w9PR0VVBuPYpWA,0.615,0.733,8,-4.808,1,0.0335,0.152,0.0,0.109,0.7959999999999999,122.58,0
holiday,Bee Gees,spotify:track:4SyA5GahcFVbJEcDooBybR,0.5,0.145,9,-14.169,0,0.03,0.9209999999999999,0.0,0.0857,0.19699999999999998,104.706,1
in the light,DC Talk,spotify:track:0ns55oQB9v1MsFYmSzRu9P,0.6409999999999999,0.8340000000000001,8,-5.77,0,0.0526,0.179,1.25e-05,0.20800000000000002,0.7070000000000001,105.751,0
stars align,Lindsey Stirling,spotify:track:3YhO0NPxDnbLT2LswPaQPG,0.614,0.789,5,-6.206,1,0.039,0.000513,0.895,0.259,0.24100000000000002,126.984,2
whole wide world,Wreckless Eric,spotify:track:5GL7iZg4ELjVcqovuP6PDS,0.746,0.5479999999999999,5,-9.057,1,0.0747,0.527,0.00014099999999999998,0.0923,0.8809999999999999,114.29899999999999,1
mr. pinstripe suit,Big Bad Voodoo Daddy,spotify:track:5TB8lq3NL3GcKHMBj36czk,0.655,0.715,11,-7.086,0,0.0602,0.0382,8.33e-06,0.0741,0.765,107.645,0
give a little bit,Supertramp,spotify:track:6XUHsYE38CEbYunT983O9G,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.47100000000000003,90.76700000000001,0
two tickets to paradise,Eddie Money,spotify:track:22CIOfLZB9z8He7WgHYAgH,0.623,0.68,2,-13.255,1,0.0282,0.0056,0.000425,0.14800000000000002,0.737,129.713,0
mandy,Barry Manilow,spotify:track:4oV4dVj0evVFhjPLvUz8w8,0.325,0.42100000000000004,10,-8.859,1,0.0278,0.373,1.03e-06,0.126,0.39,104.146,1
